NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Parque Biosaludable,,Parque-Biosaludable,sí,,,"Metro: El Capricho (línea 5) Bus: 101, 114, 115 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: El Capricho (línea 5),El Capricho,5,"Bus: 101, 114, 115 y 151","101
114
115
151",95955,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDA DE OSUNA,calle ALAMEDA DE OSUNA Madrid,,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28042,Alameda de Osuna,http://www.wikidata.org/entity/Q760737,Barajas,http://www.wikidata.org/entity/Q807230,40.452057731817305,-3.6036483614197765,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Campo de la Paloma,,Parque-Campo-de-la-Paloma,no,,,,,,,,,,,,38010,Instalación parcialmente accesible para personas con movilidad reducida,RAFAEL ALBERTI,calle RAFAEL ALBERTI Madrid,,38,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28018,Palomeras Sureste,http://www.wikidata.org/entity/Q10343901,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.38339946706653,-3.643762543356842,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Peñabel,,Parque-Cerro-Penabel,no,,,"Bus: 42, 132 y 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 42, 132 y 137","42
132
137",24366,Instalación parcialmente accesible para personas con movilidad reducida,CANDIDO MATEOS,calle CANDIDO MATEOS Madrid,,12,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.47406043289477,-3.718181785566969,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Águila,,Parque-Cerro-aguila,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,,Instalación parcialmente accesible para personas con movilidad reducida,CERRO DEL AGUILA,calle CERRO DEL AGUILA Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.45190771190827,-3.761757187185669,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Concejal Miguel Martín Vela,,Parque-Concejal-Miguel-Martin-Vela,no,,,"Bus: 601  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 601,601,33954,Instalación parcialmente accesible para personas con movilidad reducida,GUARDIA,calle GUARDIA Madrid,,4,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28048,El Pardo,http://www.wikidata.org/entity/Q3314337,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.5186002228516,-3.7753787533567573,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuesta del Galbán,,Parque-Cuesta-del-Galban,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,70882,Instalación parcialmente accesible para personas con movilidad reducida,GALBAN,calle GALBAN Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.45019927443574,-3.768070614824996,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona A,,Parque-Cuna-Verde-de-Vicalvaro.-Zona-A,sí,,,"Metro: Vicálvaro (linea 9) Bus: E3  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Vicálvaro (linea 9),Vicálvaro,9,Bus: E3,3,41293,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,calle DAROCA Madrid,,300,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Ambroz,http://www.wikidata.org/entity/Q11905294,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.40969329689759,-3.618025439807104,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona B,,Parque-Cuna-Verde-de-Vicalvaro.-Zona-B,sí,,,"Metro: San Cipriano (linea 9) Bus: 4 , E3, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (linea 9),San Cipriano,9,"Bus: 4 , E3, 100","4
3
100",115119,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,calle DAROCA Madrid,,299,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Ambroz,http://www.wikidata.org/entity/Q11905294,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.40930295868704,-3.616890442862423,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona C,,Parque-Cuna-Verde-de-Vicalvaro.-Zona-C,no,,,"Metro: Avenida de Guadalajara (línea 2) Bus: E2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Avenida de Guadalajara (línea 2),Avenida de Guadalajara,2,Bus: E2,2,127835,Instalación parcialmente accesible para personas con movilidad reducida,CANILLEJAS A VICALVARO,calle CANILLEJAS A VICALVARO Madrid,,102,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.41672706688541,-3.610853061814312,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Duque de Ahumada,,Parque-Duque-de-Ahumada,no,,,"Metro: San Cipriano (línea 9)  Bus: 4 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (línea 9),San Cipriano,9,"Bus: 4 , 106","4
106",5248,Instalación parcialmente accesible para personas con movilidad reducida,LAGO VAN,calle LAGO VAN Madrid,,16,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.4048457851104,-3.6062315414157613,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cedral,,Parque-El-Cedral,sí,,,"Bus: 7, 9, 70, 72 y 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7, 9, 70, 72 y 87","7
9
70
72
87",6856,Instalación parcialmente accesible para personas con movilidad reducida,ARTURO SORIA,calle de Arturo Soria,http://www.wikidata.org/entity/Q8255504,233,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28033,Atalaya,http://www.wikidata.org/entity/Q14193114,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,40.462882951414265,-3.6650441004626564,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cruce,,Parque-El-Cruce,sí,,,"Metro: Villaverde Bajo - Cruce (línea 3) Autobús: 18, 22, 86, 116 y 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo - Cruce (línea 3),Villaverde Bajo - Cruce,3,"Autobús: 18, 22, 86, 116 y 130","18
22
86
116
130",,Instalación parcialmente accesible para personas con movilidad reducida,ALCOCER,avenida de Alberto Alcocer,http://www.wikidata.org/entity/Q26833742,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28021,Los Ángeles,http://www.wikidata.org/entity/Q390462,Villaverde,http://www.wikidata.org/entity/Q919536,40.350970403692386,-3.6944891243298597,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Este de Valdebernardo,,Parque-Este-de-Valdebernardo,no,,,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,Bus: 71,71,71585,Instalación parcialmente accesible para personas con movilidad reducida,DEMOCRACIA,calle DEMOCRACIA Madrid,,25,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.393429973468265,-3.6183833916362733,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Eugenia de Montijo,,Parque-Eugenia-de-Montijo,sí,,,"Metro: Eugenia de Montijo (línea 5) Bus: 17 , 35 , 121 , 131 , 139  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Eugenia de Montijo (línea 5),Eugenia de Montijo,5,"Bus: 17 , 35 , 121 , 131 , 139","17
35
121
131
139",72933,Instalación parcialmente accesible para personas con movilidad reducida,PARQUE EUGENIA DE MONTIJO,calle PARQUE EUGENIA DE MONTIJO Madrid,,3,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28047,Vista Alegre,http://www.wikidata.org/entity/Q3813741,Carabanchel,http://www.wikidata.org/entity/Q1001991,40.37942623334737,-3.7527174453988774,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal Fuente Carrantona,,Parque-Forestal-Fuente-Carrantona,no,,,"Autobuses: E2, E4, 30, 100, 140 Metro: Alsacia (L2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Alsacia (L2),Alsacia,2,"buses: E2, E4, 30, 100, 140","2
4
30
100
140",,Instalación parcialmente accesible para personas con movilidad reducida,FUENTE CARRANTONA,"Calle de la Fuente Carrantona, Madrid",http://www.wikidata.org/entity/Q28936137,38,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28030,Horcajo,http://www.wikidata.org/entity/Q10293641,Moratalaz,http://www.wikidata.org/entity/Q2076109,40.410083041012584,-3.6297141827859876,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque General Fanjul - Santa Margarita,,Parque-General-Fanjul---Santa-Margarita,sí,,,"Bus: 17, 34, 39, 117, 139 Renfe: Las Águilas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Las Águilas C5,C-5,Las Águilas,,,,"Bus: 17, 34, 39, 117, 139","17
34
39
117
139",12166,Instalación parcialmente accesible para personas con movilidad reducida,DE LAS ÁGUILAS,calle DE LAS ÁGUILAS Madrid,,144,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28044,Las Águilas,http://www.wikidata.org/entity/Q5971372,Latina,http://www.wikidata.org/entity/Q794954,40.38033890061462,-3.7834984766161837,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Villa Rosa Paco Caño,http://www.wikidata.org/entity/Q110749242,Parque-Hortaleza,sí,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF","7
9
29
72
87
107
129
172",62863,Instalación parcialmente accesible para personas con movilidad reducida,ESTACION DE HORTALEZA,calle ESTACION DE HORTALEZA Madrid,,18,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28033,Pinar del Rey,http://www.wikidata.org/entity/Q10349788,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.48024318499327,-3.650809942180937,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Juan de la Cosa,,Parque-Juan-de-la-Cosa,no,,,"Metro: líneas 8 y 9 (Colombia)  Bus: 14,7,16,29,51",,,,Metro: líneas 8 y 9 (Colombia),líneas 8 y 9,"8
9","Bus: 14,7,16,29,51","14
7
16
29
51",3707,Instalación parcialmente accesible para personas con movilidad reducida,VICTOR ANDRES BELAUNDE,"Calle de Víctor Andrés Belaúnde, Madrid",http://www.wikidata.org/entity/Q56550561,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28016,Hispanoamérica,http://www.wikidata.org/entity/Q3814573,Chamartín,http://www.wikidata.org/entity/Q1766348,40.45424210617104,-3.679171627391412,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque La Viña,,Parque-La-Vina,sí,,,Bus: 102 Renfe: Asamblea de Madrid- Entrevías,"RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,Bus: 102,102,43738,Instalación parcialmente accesible para personas con movilidad reducida,TIMOTEO PEREZ RUBIO,calle TIMOTEO PEREZ RUBIO Madrid,,9,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28053,Entrevías,http://www.wikidata.org/entity/Q71756,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.38556774381467,-3.67430914572838,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Ladera de los Almendros,,Parque-Ladera-de-los-Almendros,no,,,"Bus: 8 , 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 8 , 71","8
71",,Instalación parcialmente accesible para personas con movilidad reducida,LADERA DE LOS ALMENDROS,calle LADERA DE LOS ALMENDROS Madrid,,46,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Valdebernardo,http://www.wikidata.org/entity/Q43025212,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.39616431537003,-3.6261065047300303,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Martala,,Parque-Martala,sí,,,"Bus: 32, 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 32, 71","32
71",49158,Instalación parcialmente accesible para personas con movilidad reducida,MORATALAZ,Avenida de Moratalaz,http://www.wikidata.org/entity/Q104778384,183,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28030,Marroquina,http://www.wikidata.org/entity/Q11935636,Moratalaz,http://www.wikidata.org/entity/Q2076109,40.40882236801765,-3.643898652734279,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Martin Luther King,,Parque-Martin-Luther-King,sí,,,"Metro: Conde de Casal (línea 6). Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Conde de Casal (línea 6),Conde de Casal,6,"Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310","8
10
24
54
56
57
113
136
141
148
310",33700,Instalación parcialmente accesible para personas con movilidad reducida,CERRO NEGRO,calle CERRO NEGRO Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28007,Adelfas,http://www.wikidata.org/entity/Q3774001,Retiro,http://www.wikidata.org/entity/Q2002296,40.398195733324194,-3.6701340560704026,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Mirador de Tierno Galván,,Parque-Mirador-de-Tierno-Galvan,no especifica,,,"Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 148,148,22200,Instalación parcialmente accesible para personas con movilidad reducida,NEBULOSAS,calle NEBULOSAS Madrid,,7,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28045,Las Delicias,http://www.wikidata.org/entity/Q3773736,Arganzuela,http://www.wikidata.org/entity/Q2000929,40.394735491209424,-3.6856299107811368,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Mirador de las Cárcavas,,Parque-Mirador-de-las-Carcavas,sí,,,"Bus: 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 87,87,38134,Instalación parcialmente accesible para personas con movilidad reducida,RAFAELA APARICIO,calle RAFAELA APARICIO Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28055,Valdefuentes,http://www.wikidata.org/entity/Q10388714,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.47917989766592,-3.6330084507532687,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Norte - Carmen Tagle,,Parque-Norte---Carmen-Tagle,sí,,,"Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 124, 137","124
137",195230,Instalación parcialmente accesible para personas con movilidad reducida,ARZOBISPO MORCILLO,calle ARZOBISPO MORCILLO Madrid,,7,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28029,La Paz,http://www.wikidata.org/entity/Q5869740,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48106787416528,-3.6933504628706095,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Nudo Norte de Begoña,,Parque-Nudo-Norte-de-Begona,sí,,,"Metro: Begoña (línea 10) Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Begoña (línea 10),Begoña,10,"Bus: 124, 137","124
137",21071,Instalación parcialmente accesible para personas con movilidad reducida,LLANO CASTELLANO,calle LLANO CASTELLANO Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,Valverde,http://www.wikidata.org/entity/Q31132,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.483895554775785,-3.6844715393162772,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Olof Palme,,Parque-Olof-Palme,no,,,"Metro: Plaza Elíptica (línea 6 y 11) Bús: 47 , 60 , 81 , 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Plaza Elíptica (línea 6 y 11),Plaza Elíptica,"6
11
47
60
81
247",,,48867,Instalación parcialmente accesible para personas con movilidad reducida,CERECINOS,calle CERECINOS Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28026,Zofío,http://www.wikidata.org/entity/Q71751,Usera,http://www.wikidata.org/entity/Q953368,40.38439900273861,-3.7129519968429445,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Orlando Zapata Tamayo,,Parque-Orlando-Zapata-Tamayo,sí,,,"Metro: líneas 8 y 9 (Colombia)  Bus: 52  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: líneas 8 y 9 (Colombia),líneas 8 y 9,"8
9",Bus: 52,52,12900,Instalación parcialmente accesible para personas con movilidad reducida,URUGUAY,calle URUGUAY Madrid,,6,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28016,Hispanoamérica,http://www.wikidata.org/entity/Q3814573,Chamartín,http://www.wikidata.org/entity/Q1766348,40.455011305200735,-3.6743070613284736,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Paseo Muñoz Grandes,,Parque-Paseo-Munoz-Grandes,no,,,"Bus: 34 , 35  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 34 , 35","34
35",2750,Instalación parcialmente accesible para personas con movilidad reducida,MARCELINO CAMACHO,calle MARCELINO CAMACHO Madrid,,6,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28025,Vista Alegre,http://www.wikidata.org/entity/Q3813741,Carabanchel,http://www.wikidata.org/entity/Q1001991,40.385086008433305,-3.7398326701482016,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Payaso Fofó,,Parque-Payaso-Fofo,sí,,,"Bus: 310, 410, 144, 57, 136 RENFE: Asamblea de Madrid - Entrevías.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,"Bus: 310, 410, 144, 57, 136","310
410
144
57
136",76844,Instalación parcialmente accesible para personas con movilidad reducida,PAYASO FOFO,calle PAYASO FOFO Madrid,,11,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28018,Palomeras Bajas,http://www.wikidata.org/entity/Q10343902,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.38901086962944,-3.6599692832803825,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Pinar del Rey,,Parque-Pinar-del-Rey,no,,,"Bus: 9 , 72 , 87 , 125 , 229  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 9 , 72 , 87 , 125 , 229","9
72
87
125
229",30593,Instalación parcialmente accesible para personas con movilidad reducida,CANILLAS,"Carretera de Canillas, Madrid",http://www.wikidata.org/entity/Q28973490,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28043,Canillas,http://www.wikidata.org/entity/Q9694341,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.463441129364256,-3.6556488853143465,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Plaza Chozas de Canales,,Parque-Plaza-Chozas-de-Canales,no,,,"Metro: Villaverde Bajo Cruce (línea 3) Bus: 22, 59, 79, 85, 123, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo Cruce (línea 3),Villaverde Bajo Cruce,3,"Bus: 22, 59, 79, 85, 123, 130","22
59
79
85
123
130",9423,Instalación parcialmente accesible para personas con movilidad reducida,VILLAVERDE A VALLECAS,calle VILLAVERDE A VALLECAS Madrid,,10,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28021,Los Rosales,http://www.wikidata.org/entity/Q10319807,Villaverde,http://www.wikidata.org/entity/Q919536,40.35277786522202,-3.6905392176697744,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Plaza Colonia Oroquieta,,Parque-Plaza-Colonia-Oroquieta,sí,,,"Metro: Villaverde Cruce (línea 3) Bus: 22, 59, 79, 85, 123, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Cruce (línea 3),Villaverde Cruce,3,"Bus: 22, 59, 79, 85, 123, 130","22
59
79
85
123
130",,Instalación parcialmente accesible para personas con movilidad reducida,VILLAVERDE A VALLECAS,calle VILLAVERDE A VALLECAS Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28041,Los Rosales,http://www.wikidata.org/entity/Q10319807,Villaverde,http://www.wikidata.org/entity/Q919536,40.35239211569256,-3.691771736219469,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Ramírez de Prado,,Parque-Ramirez-de-Prado,sí,,,"Metro: Delicias (línea 3)  Bus: 8, 102, 152, N11, N13  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Delicias (línea 3),Delicias,3,"Bus: 8, 102, 152, N11, N13","8
102
152
11
13",20900,Instalación parcialmente accesible para personas con movilidad reducida,RAMIREZ DE PRADO,calle de Ramírez de Prado,http://www.wikidata.org/entity/Q118644910,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28045,Las Delicias,http://www.wikidata.org/entity/Q3773736,Arganzuela,http://www.wikidata.org/entity/Q2000929,40.39932569185547,-3.6894842200951024,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque San José de Calasanz,,Parque-San-Jose-de-Calasanz,no,,,"Bus: 2, 16, 61, 202  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 2, 16, 61, 202","2
16
61
202",1831,Instalación parcialmente accesible para personas con movilidad reducida,JOAQUIN MARIA LOPEZ,calle de Joaquín María López,http://www.wikidata.org/entity/Q27243136,39,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28015,Gaztambide,http://www.wikidata.org/entity/Q10288587,Chamberí,http://www.wikidata.org/entity/Q1763370,40.43761436823094,-3.7145867743039878,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque San Juan Bautista,,Parque-San-Juan-Bautista,sí,,,"Bus: 53  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 53,53,10302,Instalación parcialmente accesible para personas con movilidad reducida,AGASTIA,calle AGASTIA Madrid,,87,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28043,San Juan Bautista,http://www.wikidata.org/entity/Q165609,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,40.451304609076615,-3.6558964974118364,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Santa Eugenia,,Parque-Santa-Eugenia,sí,,,"Bus: 58 , 63 , N9 , 145  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 58 , 63 , N9 , 145","58
63
9
145",20003,Instalación parcialmente accesible para personas con movilidad reducida,Cerro Almodóvar,calle Cerro Almodóvar Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Santa Eugenia,http://www.wikidata.org/entity/Q390463,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,40.38131130575197,-3.608459149580722,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Urpisa,,Parque-Urpisa,no especifica,,,"Bus: 54, 58, 103, 142 y N9 Metro: Villa de Vallecas (línea 1)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villa de Vallecas (línea 1),Villa de Vallecas,1,"Bus: 54, 58, 103, 142 y N9","54
58
103
142
9",4487,Instalación parcialmente accesible para personas con movilidad reducida,VASARES,calle VASARES Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Casco Histórico de Vallecas,http://www.wikidata.org/entity/Q16544370,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,40.38289158525453,-3.619641837988416,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Valdebernardo Este,,Parque-Valdebernardo-Este,sí,,,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,Bus: 71,71,82747,Instalación parcialmente accesible para personas con movilidad reducida,CORDEL DE PAVONES,calle CORDEL DE PAVONES Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Casco Histórico de Vicálvaro,http://www.wikidata.org/entity/Q16544374,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.4027578376722,-3.617738099849234,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
